table,key,ko,en,ja,zh-Hans,note
CNT_Item,CNT_SYN_HERO_ARMORY_DESC,손에 쥐는 순간 평범한 이도 전사로 만들어주는 무기들. 영구 주사위 칩수 +2,Weapons that turn even an ordinary person into a warrior the moment they're held. Permanently +2 dice chip value,手に取った瞬間、平凡な者すら戦士にしてしまう武器たち。永久サイコロチップ数+2,一旦握入手中，就能让凡人变为战士的武器。永久增加2点骰子筹码数,
CNT_Item,CNT_SYN_LUCKY_TRINKETS_NAME,행운의 잡동사니,Lucky Trinkets,幸運のガラクタ,幸运杂物,
CNT_Item,CNT_SYN_LUCKY_TRINKETS_DESC,주머니 속에 하나쯤 넣어두고 싶어지는 자잘한 행운들. 상점 아이템 구매 비용 영구 -5%,Small pieces of luck you'll want to keep at least one of in your pocket. Permanently -5% shop item purchase cost,一つくらいポケットに入れておきたくなる、些細な幸運たち。店アイテム購入費用永久-5%,让人想在口袋里放上一个的琐碎幸运物。永久减少商店道具购买费用5%,
CNT_Item,CNT_SYN_WIZARD_DRAWER_NAME,마법사의 서랍,Wizard's Drawer,魔法師の引き出し,魔法师的抽屉,
CNT_Item,CNT_SYN_WIZARD_DRAWER_DESC,서랍 속에 넣어둔 것들이 밤마다 은은히 빛나는 걸 눈치챈 사람은 많지 않다. [스트레이트] 완성 시 배수 영구 +0.1,Not many notice that the things kept in this drawer glow faintly every night. Permanently +0.1 multiplier on completing [Straight],引き出しにしまったものが夜ごとほのかに光ることに気づく者は多くない。[ストレート]完成時に倍率永久+0.1,很少有人注意到，放在抽屉里的东西每晚都会微微发光。完成【顺子】时永久增加0.1倍率,
CNT_Item,CNT_SYN_ACCESSORY_SHOP_NAME,장신구 상점,Accessory Shop,装身具の店,饰品商店,
CNT_Item,CNT_SYN_ACCESSORY_SHOP_DESC,몸에 걸치는 장신구들이 나란히 진열된 작은 쇼윈도. 상점 아이템 구매 비용 영구 -5%,A small shop window lined with accessories meant to be worn on the body. Permanently -5% shop item purchase cost,身に着ける装身具が並んだ小さなショーウィンドウ。店アイテム購入費用永久-5%,陈列着随身佩戴饰品的小小橱窗。永久减少商店道具购买费用5%,
CNT_Item,CNT_SYN_BEAST_TRACE_NAME,우두머리 흔적,Trace of the Alpha,頭目の痕跡,首领的痕迹,
CNT_Item,CNT_SYN_BEAST_TRACE_DESC,짐승의 몸에서 떨어져 나온 것들에는 여전히 힘이 남아 있다. 스테이크를 보유한 채로 시작,Things fallen from a beast's body still carry a lingering strength. Start with a Steak in hand,獣の体から離れ落ちたものにはまだ力が残っている。ステーキを所持した状態で開始,从猛兽身上脱落之物仍残留着力量。开局携带牛排,
CNT_Item,CNT_SYN_CURSED_HEIRLOOMS_NAME,저주받은 유품,Cursed Heirlooms,呪われた遺品,诅咒遗物,
CNT_Item,CNT_SYN_CURSED_HEIRLOOMS_DESC,함부로 손대면 안 될 것 같은 유품들이 주인을 기다린다. [야추] 완성 시 배수 영구 +0.2,Heirlooms that feel dangerous to touch carelessly wait for their owner. Permanently +0.2 multiplier on completing [Yacht],不用意に触れてはいけない気がする遺品が、主を待っている。[ヤッツィー]完成時に倍率永久+0.2,令人不敢随意触碰的遗物，正等待着它的主人。完成【快艇】时永久增加0.2倍率,
CNT_Item,CNT_SYN_GAMBLERS_TABLE_NAME,도박꾼의 테이블,Gambler's Table,ギャンブラーのテーブル,赌徒之桌,
CNT_Item,CNT_SYN_GAMBLERS_TABLE_DESC,운을 시험하는 자들의 테이블 위에는 늘 행운의 부적 하나쯤 놓여 있다. 전투 승리 시 추가 골드 획득 확률 영구 +2%,"On the tables of those who test their luck, there's always at least one lucky charm lying around. Permanently +2% chance for bonus gold on battle victory",運を試す者たちのテーブルには、いつも幸運のお守りが一つくらい置かれている。戦闘勝利時に追加ゴールド獲得確率永久+2%,试运之人的桌上，总会摆着一枚幸运符。战斗胜利时获得额外金币的概率永久增加2%,
CNT_Item,CNT_SYN_SMALL_CREATURES_NAME,작은 것들의 왕,King of Small Things,小さきものたちの王,小物之王,
CNT_Item,CNT_SYN_SMALL_CREATURES_DESC,눈에 잘 띄지 않지만 존재감만은 확실한 작은 것들의 지배자. 체리를 보유한 채로 시작,"The ruler of small things — easy to miss, yet undeniably present. Start with a Cherry in hand",目立たないが存在感だけは確かな小さきものたちの支配者。チェリーを所持した状態で開始,不起眼却存在感十足的渺小之物的统治者。开局携带樱桃,
CNT_Item,CNT_SYN_MIDAS_TOUCH_NAME,모스틱스의 손길,Touch of Mostix,モスティクスの手,莫斯提克斯之触,
CNT_Item,CNT_SYN_MIDAS_TOUCH_DESC,'황금의 사도' 모스틱스가 스쳐간 자리엔 반드시 금빛이 남는다는 전설. 시작 골드 영구 +100G,"Legend says that wherever Mostix, the 'Golden Apostle,' has passed, a golden gleam is always left behind. Permanently +100G starting gold",「黄金の使徒」モスティクスが過ぎた場所には必ず金色の輝きが残るという伝説。開始ゴールド永久+100G,传说「黄金使徒」莫斯提克斯经过之处，必留下金色光辉。永久增加100金币开局金币,
CNT_Item,CNT_CHAR_PAWN_NAME,폰 바르한,Pawn Barhan,ポーン・バルハン,士兵巴尔汗,
CNT_Item,CNT_CHAR_PAWN_DESC,바르한 왕국의 충성스러운 기사,A loyal knight of the Barhan Kingdom.,バルハン王国の忠実な騎士。,巴尔汗王国的忠诚骑士。,
CNT_Item,CNT_CHAR_PAWN_UNLOCK,기본 캐릭터 (해금 불필요),Default character (no unlock needed),デフォルトキャラクター(解放不要),默认角色（无需解锁）,
CNT_Item,CNT_CHAR_BURNTHEAD_NAME,번트헤드,Burnthead,バーンヘッド,燃烧头,
CNT_Item,CNT_CHAR_BURNTHEAD_DESC,미커스 교수에 의해 개조된 인간 병기. 모든 것을 재로 만들어 버리는 데 탁월하다.,A human weapon remodeled by Professor Meakus. Exceptionally skilled at turning everything to ash.,ミーカス教授によって改造された人間兵器。すべてを灰にすることに秀でている。,由米卡斯教授改造的人形兵器，擅长将一切化为灰烬。,
CNT_Item,CNT_CHAR_BURNTHEAD_UNLOCK,화산 바이옴 클리어,Clear the Volcano biome,火山バイオームをクリア,通关火山生态区域,
CNT_Item,CNT_CHAR_CHRISTINA_NAME,크리스티나,Christina,クリスティーナ,克里斯蒂娜,
CNT_Item,CNT_CHAR_CHRISTINA_DESC,돈이 되는 거라면 뭐든 눈이 반짝거리는 여우 소녀,A fox girl whose eyes sparkle at anything that makes money.,お金になるものなら何にでも目を輝かせるキツネ少女。,只要能赚钱，眼睛就会发亮的狐狸少女。,
CNT_Item,CNT_CHAR_CHRISTINA_UNLOCK,하나의 런에서 누적 7777골드 소비,Spend a cumulative 7777 gold in a single run,1回のランで累計7777ゴールドを消費する,单局游戏中累计消费7777金币,
CNT_Item,CNT_CHAR_CLOVIS_NAME,클로비스,Clovis,クロヴィス,克洛维斯,
CNT_Item,CNT_CHAR_CLOVIS_DESC,생명과 순환에 대해 깨달은 무녀,A shrine maiden who has attained enlightenment on life and its cycles.,生命と循環について悟りを開いた巫女。,领悟了生命与循环之理的巫女。,
CNT_Item,CNT_CHAR_CLOVIS_UNLOCK,플레이어 최대체력 300 이상,Reach a player max HP of 300 or higher,プレイヤーの最大HPが300以上になる,玩家最大体力达到300以上,
CNT_Item,CNT_CHAR_COBICO_NAME,코비코 크림슨,Cobico Crimson,コビコ・クリムゾン,科比科·克里姆森,
CNT_Item,CNT_CHAR_COBICO_DESC,마룡의 심장을 빼앗은 장난기 많은 소악마,A mischievous little devil who stole the heart of a dragon.,魔竜の心臓を奪ったいたずら好きな小悪魔。,夺走魔龙之心的调皮小恶魔。,
CNT_Item,CNT_CHAR_COBICO_UNLOCK,비차원 바이옴 클리어,Clear the Void biome,非次元バイオームをクリア,通关虚空生态区域,
CNT_Item,ID_DICE_NAME_1001,기본 주사위,Basic Dice,基本のサイコロ,基础骰子,
CNT_Item,ID_DICE_DESC_1001,평범하지만 신뢰할 수 있는 표준 주사위입니다.,"An ordinary but reliable, standard die.",平凡だが信頼できる標準的なサイコロです。,平凡但可靠的标准骰子。,
CNT_Item,ID_DICE_NAME_1002,짝수 주사위,Even Dice,偶数のサイコロ,偶数骰子,
CNT_Item,ID_DICE_DESC_1002,"2, 4, 6 숫자가 나올 확률이 미세하게 높습니다.","Slightly increases the odds of rolling 2, 4, or 6.",2、4、6が出る確率がわずかに高くなります。,掷出2、4、6的概率略微提高。,
CNT_Item,ID_DICE_NAME_1003,홀수 주사위,Odd Dice,奇数のサイコロ,奇数骰子,
CNT_Item,ID_DICE_DESC_1003,"1, 3, 5 숫자가 나올 확률이 미세하게 높습니다.","Slightly increases the odds of rolling 1, 3, or 5.",1、3、5が出る確率がわずかに高くなります。,掷出1、3、5的概率略微提高。,
CNT_Item,ID_DICE_NAME_1004,1 고정 주사위,Fixed 1 Dice,1固定のサイコロ,1固定骰子,
CNT_Item,ID_DICE_DESC_1004,기이하게도 던지면 반드시 1만 나오는 주사위입니다.,"Strangely, this die always rolls a 1.",不思議なことに、投げると必ず1が出るサイコロです。,诡异的是，投掷必定掷出1。,
CNT_Item,ID_DICE_NAME_1005,2 고정 주사위,Fixed 2 Dice,2固定のサイコロ,2固定骰子,
CNT_Item,ID_DICE_DESC_1005,기이하게도 던지면 반드시 2만 나오는 주사위입니다.,"Strangely, this die always rolls a 2.",不思議なことに、投げると必ず2が出るサイコロです。,诡异的是，投掷必定掷出2。,
CNT_Item,ID_DICE_NAME_1006,3 고정 주사위,Fixed 3 Dice,3固定のサイコロ,3固定骰子,
CNT_Item,ID_DICE_DESC_1006,기이하게도 던지면 반드시 3만 나오는 주사위입니다.,"Strangely, this die always rolls a 3.",不思議なことに、投げると必ず3が出るサイコロです。,诡异的是，投掷必定掷出3。,
CNT_Item,ID_DICE_NAME_1007,4 고정 주사위,Fixed 4 Dice,4固定のサイコロ,4固定骰子,
CNT_Item,ID_DICE_DESC_1007,기이하게도 던지면 반드시 4만 나오는 주사위입니다.,"Strangely, this die always rolls a 4.",不思議なことに、投げると必ず4が出るサイコロです。,诡异的是，投掷必定掷出4。,
CNT_Item,ID_DICE_NAME_1008,5 고정 주사위,Fixed 5 Dice,5固定のサイコロ,5固定骰子,
CNT_Item,ID_DICE_DESC_1008,기이하게도 던지면 반드시 5만 나오는 주사위입니다.,"Strangely, this die always rolls a 5.",不思議なことに、投げると必ず5が出るサイコロです。,诡异的是，投掷必定掷出5。,
CNT_Item,ID_DICE_NAME_1009,6 고정 주사위,Fixed 6 Dice,6固定のサイコロ,6固定骰子,
CNT_Item,ID_DICE_DESC_1009,기이하게도 던지면 반드시 6만 나오는 주사위입니다.,"Strangely, this die always rolls a 6.",不思議なことに、投げると必ず6が出るサイコロです。,诡异的是，投掷必定掷出6。,
CNT_Item,ID_DICE_NAME_1010,하이 롤러(456),High Roller (456),ハイローラー(456),高额骰(456),
CNT_Item,ID_DICE_DESC_1010,"4, 5, 6 상위 숫자들만 등장하는 강력한 주사위입니다.","A powerful die that only rolls the high numbers 4, 5, and 6.",4、5、6の高い目だけが出る強力なサイコロです。,只会掷出4、5、6高点数的强力骰子。,
CNT_Item,ID_DICE_NAME_1011,로우 롤러(123),Low Roller (123),ローローラー(123),低额骰(123),
CNT_Item,ID_DICE_DESC_1011,"1, 2, 3 하위 숫자들만 등장하는 전략용 주사위입니다.","A tactical die that only rolls the low numbers 1, 2, and 3.",1、2、3の低い目だけが出る戦略用のサイコロです。,只会掷出1、2、3低点数的策略骰子。,
CNT_Item,ID_DICE_NAME_1012,코인 주사위,Coin Dice,コインのサイコロ,硬币骰子,
CNT_Item,ID_DICE_DESC_1012,결산 시 눈금의 10배만큼 골드를 획득합니다.,Gain gold equal to this die's face value x10 when scored.,決算時、出目の10倍のゴールドを獲得します。,结算时获得点数x10的金币。,
CNT_Item,ID_COAT_NAME_2001,바닐라,Vanilla,バニラ,香草,
CNT_Item,ID_COAT_DESC_2001,특별한 효과 없이 주사위 외형만 바꿔주는 코팅입니다.,A coating with no special effect — it only changes the die's look.,特別な効果はなく、サイコロの見た目だけを変えるコーティングです。,没有特殊效果，只改变骰子外观的涂层。,
CNT_Item,ID_COAT_NAME_2002,프리즘,Prism,プリズム,三棱镜,
CNT_Item,ID_COAT_DESC_2002,최종 배수를 1.2배 가산합니다.,Adds 1.2x to the multiplier.,最終倍率を1.2倍加算します。,最终倍率增加1.2倍。,
CNT_Item,ID_COAT_NAME_2003,골드,Gold,ゴールド,黄金,
CNT_Item,ID_COAT_DESC_2003,주사위 결산 시 눈금의 10배만큼 골드를 획득합니다.,Gain gold equal to this die's face value x10 when scored.,このサイコロが決算されると、出目の10倍のゴールドを獲得します。,该骰子结算时，获得点数x10的金币。,
CNT_Item,ID_COAT_NAME_2004,다크,Dark,ダーク,黑暗,
CNT_Item,ID_COAT_DESC_2004,결산 시 적 현재 체력의 10%만큼 피해를 줍니다.,Deals damage equal to 10% of the enemy's current HP when scored.,決算時、敵の現在HPの10%のダメージを与えます。,结算时对敌人造成当前体力10%的伤害。,
CNT_Item,ID_COAT_NAME_2005,아이스,Ice,アイス,冰,
CNT_Item,ID_COAT_DESC_2005,결산 시 칩수 +10을 추가합니다.,Adds +10 Chips when this die is scored.,決算時、チップ数+10を追加します。,结算时额外获得+10筹码。,
CNT_Item,CNT_SNACK_STEAK_NAME,스테이크,Steak,ステーキ,牛排,
CNT_Item,CNT_SNACK_STEAK_DESC,Hp 10 회복,Restores 10 HP,HPを10回復,恢复10点体力,
CNT_Item,CNT_SNACK_CHERRY_NAME,체리,Cherry,チェリー,樱桃,
CNT_Item,CNT_SNACK_CHERRY_DESC,최종 데미지 1.2배 추가,Adds a 1.2x multiplier to final damage,最終ダメージに1.2倍を追加,最终伤害额外增加1.2倍,
CNT_Item,CNT_SNACK_PANCAKE_NAME,팬케이크,Pancake,パンケーキ,煎饼,
CNT_Item,CNT_SNACK_PANCAKE_DESC,최종 점수 30점 추가,Adds 30 points to the final score,最終スコアに30点追加,最终得分增加30点,
CNT_Item,CNT_SNACK_LIME_JUICE_NAME,라임 주스,Lime Juice,ライムジュース,青柠汁,
CNT_Item,CNT_SNACK_LIME_JUICE_DESC,리롤 기회 1회 추가,Gain 1 extra reroll,リロール回数を1回追加,增加1次重投机会,
CNT_Item,CNT_SNACK_GARNISH_NAME,가니쉬,Garnish,ガーニッシュ,装饰品,
CNT_Item,CNT_SNACK_GARNISH_DESC,몬스터 박제 확률 증가,Increases the chance to turn a monster into a stuffed Figure,モンスターを剥製にする確率が上昇,提高将怪物制成标本的概率,
CNT_Item,CNT_SNACK_PEPPERMINT_NAME,페퍼민트,Peppermint,ペパーミント,薄荷糖,
CNT_Item,CNT_SNACK_PEPPERMINT_DESC,몬스터 박제 시도,Attempt to turn the current monster into a stuffed Figure,現在のモンスターを剥製にすることを試みる,尝试将当前怪物制成标本,
CNT_Item,CNT_TICKET_ONE_PAIR_NAME,원 페어 티켓,One Pair Ticket,ワンペアチケット,一对门票,
CNT_Item,CNT_TICKET_ONE_PAIR_DESC,원 페어 배수를 1.1배로 곱합니다. (기본 1.2 → 1.32),Multiplies the One Pair multiplier by 1.1x. (Base 1.2 → 1.32),ワンペアの倍率を1.1倍にします。(基本1.2 → 1.32),将一对的倍率乘以1.1倍。（基础1.2 → 1.32）,
CNT_Item,CNT_TICKET_TWO_PAIR_NAME,투 페어 티켓,Two Pair Ticket,ツーペアチケット,两对门票,
CNT_Item,CNT_TICKET_TWO_PAIR_DESC,투 페어 배수를 1.1배로 곱합니다. (기본 1.4 → 1.54),Multiplies the Two Pair multiplier by 1.1x. (Base 1.4 → 1.54),ツーペアの倍率を1.1倍にします。(基本1.4 → 1.54),将两对的倍率乘以1.1倍。（基础1.4 → 1.54）,
CNT_Item,CNT_TICKET_TRIPLE_NAME,트리플 티켓,Triple Ticket,スリーカードチケット,三条门票,
CNT_Item,CNT_TICKET_TRIPLE_DESC,트리플 배수를 1.1배로 곱합니다. (기본 1.5 → 1.65),Multiplies the Triple multiplier by 1.1x. (Base 1.5 → 1.65),スリーカードの倍率を1.1倍にします。(基本1.5 → 1.65),将三条的倍率乘以1.1倍。（基础1.5 → 1.65）,
CNT_Item,CNT_TICKET_FULL_HOUSE_NAME,풀하우스 티켓,Full House Ticket,フルハウスチケット,葫芦门票,
CNT_Item,CNT_TICKET_FULL_HOUSE_DESC,풀하우스 배수를 1.1배로 곱합니다. (기본 1.7 → 1.87),Multiplies the Full House multiplier by 1.1x. (Base 1.7 → 1.87),フルハウスの倍率を1.1倍にします。(基本1.7 → 1.87),将葫芦的倍率乘以1.1倍。（基础1.7 → 1.87）,
CNT_Item,CNT_TICKET_FOUR_OF_A_KIND_NAME,포카드 티켓,Four of a Kind Ticket,フォーカードチケット,四条门票,
CNT_Item,CNT_TICKET_FOUR_OF_A_KIND_DESC,포카드 배수를 1.1배로 곱합니다. (기본 1.8 → 1.98),Multiplies the Four of a Kind multiplier by 1.1x. (Base 1.8 → 1.98),フォーカードの倍率を1.1倍にします。(基本1.8 → 1.98),将四条的倍率乘以1.1倍。（基础1.8 → 1.98）,
CNT_Item,CNT_TICKET_STRAIGHT_NAME,스트레이트 티켓,Straight Ticket,ストレートチケット,顺子门票,
CNT_Item,CNT_TICKET_STRAIGHT_DESC,스트레이트 배수를 1.1배로 곱합니다. (기본 2.0 → 2.2),Multiplies the Straight multiplier by 1.1x. (Base 2.0 → 2.2),ストレートの倍率を1.1倍にします。(基本2.0 → 2.2),将顺子的倍率乘以1.1倍。（基础2.0 → 2.2）,
CNT_Item,CNT_TICKET_HIGH_CARD_NAME,하이카드 티켓,High Card Ticket,ハイカードチケット,高牌门票,
CNT_Item,CNT_TICKET_HIGH_CARD_DESC,하이카드 배수를 1.1배로 곱합니다. (기본 1.0 → 1.1),Multiplies the High Card multiplier by 1.1x. (Base 1.0 → 1.1),ハイカードの倍率を1.1倍にします。(基本1.0 → 1.1),将高牌的倍率乘以1.1倍。（基础1.0 → 1.1）,
CNT_Item,CNT_TICKET_YACHT_NAME,야추 티켓,Yacht Ticket,ヤッツィーチケット,快艇门票,
CNT_Item,CNT_TICKET_YACHT_DESC,야추 배수를 1.1배로 곱합니다. (기본 2.5 → 2.75),Multiplies the Yacht multiplier by 1.1x. (Base 2.5 → 2.75),ヤッツィーの倍率を1.1倍にします。(基本2.5 → 2.75),将快艇的倍率乘以1.1倍。（基础2.5 → 2.75）,
CNT_Item,CNT_TICKET_PACK_NAME,티켓팩,Ticket Pack,チケットパック,门票包,
CNT_Item,CNT_TICKET_PACK_DESC,구매하면 족보 티켓 1장을 선택합니다. 배수는 바로 오르지 않습니다. (가격 300G),Purchasing lets you choose 1 hand ticket. The multiplier doesn't increase immediately. (Price: 300G),購入すると役チケットを1枚選択できます。倍率はすぐには上がりません。(価格300G),购买后可选择1张牌型门票。倍率不会立即提升。（价格300金币）,
CNT_Item,CNT_Coin_NAME,코인 주사위,Coin Dice,コインのサイコロ,硬币骰子,
CNT_Item,CNT_Coin_DESC,결산 시 눈금의 10배만큼 골드를 획득합니다.,Gain gold equal to this die's face value x10 when scored.,決算時、出目の10倍のゴールドを獲得します。,结算时获得点数x10的金币。,
CNT_Item,CNT_Vanilla_NAME,바닐라,Vanilla,バニラ,香草,
CNT_Item,CNT_Vanilla_DESC,특별한 효과 없이 주사위 외형만 바꿔주는 코팅입니다.,A coating with no special effect — it only changes the die's look.,特別な効果はなく、サイコロの見た目だけを変えるコーティングです。,没有特殊效果，只改变骰子外观的涂层。,
CNT_Item,CNT_Prism_NAME,프리즘,Prism,プリズム,三棱镜,
CNT_Item,CNT_Prism_DESC,최종 배수를 1.2배 가산합니다.,Adds 1.2x to the multiplier.,最終倍率を1.2倍加算します。,最终倍率增加1.2倍。,
CNT_Item,CNT_Gold_NAME,골드,Gold,ゴールド,黄金,
CNT_Item,CNT_Gold_DESC,주사위 결산 시 눈금의 10배만큼 골드를 획득합니다.,Gain gold equal to this die's face value x10 when scored.,このサイコロが決算されると、出目の10倍のゴールドを獲得します。,该骰子结算时，获得点数x10的金币。,
CNT_Item,CNT_Dark_NAME,다크,Dark,ダーク,黑暗,
CNT_Item,CNT_Dark_DESC,결산 시 적 현재 체력의 10%만큼 피해를 줍니다.,Deals damage equal to 10% of the enemy's current HP when scored.,決算時、敵の現在HPの10%のダメージを与えます。,结算时对敌人造成当前体力10%的伤害。,
CNT_Item,CNT_Ice_NAME,아이스,Ice,アイス,冰,
CNT_Item,CNT_Ice_DESC,결산 시 칩수 +10을 추가합니다.,Adds +10 Chips when this die is scored.,決算時、チップ数+10を追加します。,结算时额外获得+10筹码。,
CNT_Item,CNT_High_NAME,하이 롤러(456),High Roller (456),ハイローラー(456),高额骰(456),
CNT_Item,CNT_High_DESC,"4, 5, 6 상위 숫자들만 등장하는 강력한 주사위입니다.","A powerful die that only rolls the high numbers 4, 5, and 6.",4、5、6の高い目だけが出る強力なサイコロです。,只会掷出4、5、6高点数的强力骰子。,
CNT_Item,CNT_Low_NAME,로우 롤러(123),Low Roller (123),ローローラー(123),低额骰(123),
CNT_Item,CNT_Low_DESC,"1, 2, 3 하위 숫자들만 등장하는 전략용 주사위입니다.","A tactical die that only rolls the low numbers 1, 2, and 3.",1、2、3の低い目だけが出る戦略用のサイコロです。,只会掷出1、2、3低点数的策略骰子。,
CNT_Item,CNT_Even_NAME,짝수 주사위,Even Dice,偶数のサイコロ,偶数骰子,
CNT_Item,CNT_Even_DESC,"2, 4, 6 숫자가 나올 확률이 미세하게 높습니다.","Slightly increases the odds of rolling 2, 4, or 6.",2、4、6が出る確率がわずかに高くなります。,掷出2、4、6的概率略微提高。,
CNT_Item,CNT_Odd_NAME,홀수 주사위,Odd Dice,奇数のサイコロ,奇数骰子,
CNT_Item,CNT_Odd_DESC,"1, 3, 5 숫자가 나올 확률이 미세하게 높습니다.","Slightly increases the odds of rolling 1, 3, or 5.",1、3、5が出る確率がわずかに高くなります。,掷出1、3、5的概率略微提高。,
CNT_Item,CNT_One_NAME,1 고정 주사위,Fixed 1 Dice,1固定のサイコロ,1固定骰子,
CNT_Item,CNT_One_DESC,기이하게도 던지면 반드시 1만 나오는 주사위입니다.,"Strangely, this die always rolls a 1.",不思議なことに、投げると必ず1が出るサイコロです。,诡异的是，投掷必定掷出1。,
CNT_Item,CNT_Two_NAME,2 고정 주사위,Fixed 2 Dice,2固定のサイコロ,2固定骰子,
CNT_Item,CNT_Two_DESC,기이하게도 던지면 반드시 2만 나오는 주사위입니다.,"Strangely, this die always rolls a 2.",不思議なことに、投げると必ず2が出るサイコロです。,诡异的是，投掷必定掷出2。,
CNT_Item,CNT_Three_NAME,3 고정 주사위,Fixed 3 Dice,3固定のサイコロ,3固定骰子,
CNT_Item,CNT_Three_DESC,기이하게도 던지면 반드시 3만 나오는 주사위입니다.,"Strangely, this die always rolls a 3.",不思議なことに、投げると必ず3が出るサイコロです。,诡异的是，投掷必定掷出3。,
CNT_Item,CNT_Four_NAME,4 고정 주사위,Fixed 4 Dice,4固定のサイコロ,4固定骰子,
CNT_Item,CNT_Four_DESC,기이하게도 던지면 반드시 4만 나오는 주사위입니다.,"Strangely, this die always rolls a 4.",不思議なことに、投げると必ず4が出るサイコロです。,诡异的是，投掷必定掷出4。,
CNT_Item,CNT_Five_NAME,5 고정 주사위,Fixed 5 Dice,5固定のサイコロ,5固定骰子,
CNT_Item,CNT_Five_DESC,기이하게도 던지면 반드시 5만 나오는 주사위입니다.,"Strangely, this die always rolls a 5.",不思議なことに、投げると必ず5が出るサイコロです。,诡异的是，投掷必定掷出5。,
CNT_Item,CNT_Six_NAME,6 고정 주사위,Fixed 6 Dice,6固定のサイコロ,6固定骰子,
CNT_Item,CNT_Six_DESC,기이하게도 던지면 반드시 6만 나오는 주사위입니다.,"Strangely, this die always rolls a 6.",不思議なことに、投げると必ず6が出るサイコロです。,诡异的是，投掷必定掷出6。,
CNT_Item,CNT_Heart_NAME,하트 주사위,Heart Dice,ハートのサイコロ,爱心骰子,
CNT_Item,CNT_Heart_DESC,결산 시 눈금만큼 체력을 회복합니다.,Restores HP equal to this die's face value when scored.,決算時、出目の分だけHPを回復します。,结算时按点数恢复体力。,
CNT_Item,CNT_Flame_NAME,화염 주사위,Flame Dice,フレイムのサイコロ,火焰骰子,
CNT_Item,CNT_Flame_DESC,결산 시 눈금에 비례한 화상 피해를 줍니다.,Deals burn damage based on this die's face value when scored.,決算時、出目に応じた火傷ダメージを与えます。,结算时根据点数造成灼烧伤害。,
CNT_Item,CNT_88Dice_NAME,88 주사위,88 Dice,88のサイコロ,88骰子,
CNT_Item,CNT_88Dice_DESC,모든 면이 88인 주사위입니다.,Every face of this die shows 88.,すべての面が88のサイコロです。,每一面都是88的骰子。,
